,Borehole ID,Latitude,Longitude,Elevation (ft),In-situ Test #,Test Elevation (ft),SPTN,Layer #,Layer Top Elevation (ft),Layer Bottom Elevation (ft),Soil Description,USCS,Lithology,Density / Consistency
8480,134846,47.62490624,-122.5176238,80.6,2,78.1,38.0,2,79.1,70.20000037999999,"Gravelly silty sand; (dense), light gray brown, slightly moist",,Silty sand,
8481,134847,47.62476542,-122.5207741,64.3,1,63.8,16.0,1,64.3,50.3,"1 to 1 0.5 inches asphalt concrete pavement on south to north side of exploration over fill: gravelly silty sand; medium dense, red brown, moist",Not applicable,Fill,
8482,134847,47.62476542,-122.5207741,64.3,2,61.8,14.0,1,64.3,50.3,"1 to 1 0.5 inches asphalt concrete pavement on south to north side of exploration over fill: gravelly silty sand; medium dense, red brown, moist",Not applicable,Fill,
8483,134847,47.62476542,-122.5207741,64.3,3,59.3,5.0,1,64.3,50.3,"1 to 1 0.5 inches asphalt concrete pavement on south to north side of exploration over fill: gravelly silty sand; medium dense, red brown, moist",Not applicable,Fill,
8484,134847,47.62476542,-122.5207741,64.3,4,56.8,2.0,1,64.3,50.3,"1 to 1 0.5 inches asphalt concrete pavement on south to north side of exploration over fill: gravelly silty sand; medium dense, red brown, moist",Not applicable,Fill,
8485,134847,47.62476542,-122.5207741,64.3,5,54.3,7.0,1,64.3,50.3,"1 to 1 0.5 inches asphalt concrete pavement on south to north side of exploration over fill: gravelly silty sand; medium dense, red brown, moist",Not applicable,Fill,
8486,134847,47.62476542,-122.5207741,64.3,6,51.8,3.0,1,64.3,50.3,"1 to 1 0.5 inches asphalt concrete pavement on south to north side of exploration over fill: gravelly silty sand; medium dense, red brown, moist",Not applicable,Fill,
8487,134848,47.62490395,-122.5211931,69.2,1,68.7,25.0,1,69.2,66.2,"6-inches asphalt concrete pavement over fill: gravelly silty sand; medium dense, brown, moist",Not applicable,Fill,
8488,134848,47.62490395,-122.5211931,69.2,2,66.7,32.0,1,69.2,66.2,"6-inches asphalt concrete pavement over fill: gravelly silty sand; medium dense, brown, moist",Not applicable,Fill,
8489,134848,47.62490395,-122.5211931,69.2,3,64.2,81.0,2,66.2,58.80000038,"Slightly gravelly silty sand; dense, light gray brown, moist, primarily fine sand",,Silty sand,
8490,134849,47.62493223,-122.5236808,98.1,1,97.6,15.0,1,98.1,97.20000002399999,6 0.5 inches asphalt concrete pavement over 4 inches crushed surfacing,Not applicable,Asphalt / concrete,
8491,134849,47.62493223,-122.5236808,98.1,2,95.6,61.0,3,95.6,87.1,"Slightly gravelly very silty sand; very dense, light gray, slightly moist",,Silty sand,
8492,134849,47.62493223,-122.5236808,98.1,3,93.1,90.0,3,95.6,87.1,"Slightly gravelly very silty sand; very dense, light gray, slightly moist",,Silty sand,
8493,134852,47.56566292,-122.6298194,24.6,1,22.1,4.0,1,24.6,17.35,"2 inches of asphalt over 3 inches of concrete over loose, damp, brown, slightly gravelly, silty to very silty sand",SP-SM,Fill,Very loose
8494,134852,47.56566292,-122.6298194,24.6,2,19.6,3.0,1,24.6,17.35,"2 inches of asphalt over 3 inches of concrete over loose, damp, brown, slightly gravelly, silty to very silty sand",SP-SM,Fill,Very loose
8495,134852,47.56566292,-122.6298194,24.6,3,17.1,4.0,2,17.35,9.600000000000001,"Soft to very stiff, dry to damp, light brown; slightly gravelly silt with sand partings, iron staining, occasional wood debris and organic material",ML,Gravelly silt,Soft
8496,134852,47.56566292,-122.6298194,24.6,4,14.600000000000001,7.0,2,17.35,9.600000000000001,"Soft to very stiff, dry to damp, light brown; slightly gravelly silt with sand partings, iron staining, occasional wood debris and organic material",ML,Gravelly silt,Medium
8497,134852,47.56566292,-122.6298194,24.6,5,12.100000000000001,14.0,2,17.35,9.600000000000001,"Soft to very stiff, dry to damp, light brown; slightly gravelly silt with sand partings, iron staining, occasional wood debris and organic material",ML,Gravelly silt,Stiff
8498,134852,47.56566292,-122.6298194,24.6,6,9.600000000000001,28.0,3,9.600000000000001,-26.9,"Medium dense to very dense, moist to wet; gray-brown to gray, slightly gravelly to gravelly, slightly silty sand",SM,Silty sand,Dense
8499,134852,47.56566292,-122.6298194,24.6,7,4.600000000000001,38.0,3,9.600000000000001,-26.9,"Medium dense to very dense, moist to wet; gray-brown to gray, slightly gravelly to gravelly, slightly silty sand",SM,Silty sand,Dense
8500,134852,47.56566292,-122.6298194,24.6,8,-0.3999999999999986,50.0,3,9.600000000000001,-26.9,"Medium dense to very dense, moist to wet; gray-brown to gray, slightly gravelly to gravelly, slightly silty sand",SM,Silty sand,Dense
8501,134852,47.56566292,-122.6298194,24.6,9,-5.399999999999999,37.0,3,9.600000000000001,-26.9,"Medium dense to very dense, moist to wet; gray-brown to gray, slightly gravelly to gravelly, slightly silty sand",SM,Silty sand,Dense
8502,134852,47.56566292,-122.6298194,24.6,10,-10.399999999999999,55.0,3,9.600000000000001,-26.9,"Medium dense to very dense, moist to wet; gray-brown to gray, slightly gravelly to gravelly, slightly silty sand",SM,Silty sand,Very Dense
8503,134852,47.56566292,-122.6298194,24.6,11,-15.399999999999999,56.0,3,9.600000000000001,-26.9,"Medium dense to very dense, moist to wet; gray-brown to gray, slightly gravelly to gravelly, slightly silty sand",SM,Silty sand,Very Dense
8504,134852,47.56566292,-122.6298194,24.6,12,-20.4,41.0,3,9.600000000000001,-26.9,"Medium dense to very dense, moist to wet; gray-brown to gray, slightly gravelly to gravelly, slightly silty sand",SM,Silty sand,Dense
8505,134852,47.56566292,-122.6298194,24.6,13,-25.4,49.0,3,9.600000000000001,-26.9,"Medium dense to very dense, moist to wet; gray-brown to gray, slightly gravelly to gravelly, slightly silty sand",SM,Silty sand,Dense
8506,134853,47.56566945,-122.6301657,22.7,1,20.2,3.0,1,22.7,17.7,"2 inches of asphalt over very loose, dry, light brown, slightly gravelly, silty sand",SP-SM,Fill,Very loose
8507,134853,47.56566945,-122.6301657,22.7,2,17.7,8.0,2,17.7,7.199999999999999,"Medium stiff to very stiff, damp, light brown to gray, trace gravel to gravelly, slightly sandy to sandy silt with sand seams and iron staining",ML,Sandy silt,Medium
8508,134853,47.56566945,-122.6301657,22.7,3,15.2,27.0,2,17.7,7.199999999999999,"Medium stiff to very stiff, damp, light brown to gray, trace gravel to gravelly, slightly sandy to sandy silt with sand seams and iron staining",ML,Sandy silt,Very stiff
8509,134853,47.56566945,-122.6301657,22.7,4,12.7,19.0,2,17.7,7.199999999999999,"Medium stiff to very stiff, damp, light brown to gray, trace gravel to gravelly, slightly sandy to sandy silt with sand seams and iron staining",ML,Sandy silt,Very stiff
8510,134853,47.56566945,-122.6301657,22.7,5,10.2,9.0,2,17.7,7.199999999999999,"Medium stiff to very stiff, damp, light brown to gray, trace gravel to gravelly, slightly sandy to sandy silt with sand seams and iron staining",ML,Sandy silt,Stiff
8511,134853,47.56566945,-122.6301657,22.7,6,7.699999999999999,33.0,2,17.7,7.199999999999999,"Medium stiff to very stiff, damp, light brown to gray, trace gravel to gravelly, slightly sandy to sandy silt with sand seams and iron staining",ML,Sandy silt,Hard
8512,134853,47.56566945,-122.6301657,22.7,7,2.6999999999999993,72.0,3,7.199999999999999,-23.8,"Medium dense to very dense, damp; gray-brown to olive-gray to brown, slightly gravelly, slightly silty to silty sand with iron staining",SM,Silty sand,Very Dense
8513,134853,47.56566945,-122.6301657,22.7,8,-2.3000000000000007,46.0,3,7.199999999999999,-23.8,"Medium dense to very dense, damp; gray-brown to olive-gray to brown, slightly gravelly, slightly silty to silty sand with iron staining",SM,Silty sand,Dense
8514,134853,47.56566945,-122.6301657,22.7,9,-7.300000000000001,38.0,3,7.199999999999999,-23.8,"Medium dense to very dense, damp; gray-brown to olive-gray to brown, slightly gravelly, slightly silty to silty sand with iron staining",SM,Silty sand,Dense
8515,134853,47.56566945,-122.6301657,22.7,10,-12.3,59.0,3,7.199999999999999,-23.8,"Medium dense to very dense, damp; gray-brown to olive-gray to brown, slightly gravelly, slightly silty to silty sand with iron staining",SM,Silty sand,Very Dense
8516,134853,47.56566945,-122.6301657,22.7,11,-17.3,49.0,3,7.199999999999999,-23.8,"Medium dense to very dense, damp; gray-brown to olive-gray to brown, slightly gravelly, slightly silty to silty sand with iron staining",SM,Silty sand,Dense
8517,134853,47.56566945,-122.6301657,22.7,12,-22.3,68.0,3,7.199999999999999,-23.8,"Medium dense to very dense, damp; gray-brown to olive-gray to brown, slightly gravelly, slightly silty to silty sand with iron staining",SM,Silty sand,Very Dense
8518,134854,47.56513003,-122.6299838,26.7,1,24.2,6.0,1,26.7,16.7,"2 inches of asphalt over loose, damp, light brown, slightly gravelly, silty to very silty sand",SP-SM,Fill,Loose
8519,134854,47.56513003,-122.6299838,26.7,2,21.7,4.0,1,26.7,16.7,"2 inches of asphalt over loose, damp, light brown, slightly gravelly, silty to very silty sand",SP-SM,Fill,Very loose
8520,134854,47.56513003,-122.6299838,26.7,3,19.2,9.0,1,26.7,16.7,"2 inches of asphalt over loose, damp, light brown, slightly gravelly, silty to very silty sand",SP-SM,Fill,Loose
8521,134854,47.56513003,-122.6299838,26.7,4,16.7,4.0,2,16.7,14.2,"Soft, damp, light brown to gray to black, slightly gravelly, slightly sandy, laminated silt with scattered straw with wood debris",ML,Silt,Soft
8522,134854,47.56513003,-122.6299838,26.7,5,14.2,16.0,3,14.2,11.2,"Stiff to very stiff, dry to damp, light gray, slightly sandy slightly gravelly clay with sand seams iron staining, olive mottling, and
occasional wood debris",CL,Gravelly clay,Very stiff
8523,134854,47.56513003,-122.6299838,26.7,6,11.7,9.0,3,14.2,11.2,"Stiff to very stiff, dry to damp, light gray, slightly sandy slightly gravelly clay with sand seams iron staining, olive mottling, and
occasional wood debris",CL,Gravelly clay,Stiff
8524,134854,47.56513003,-122.6299838,26.7,7,6.699999999999999,15.0,4,11.2,5.199999999999999,"Stiff to very stiff, damp, light brown silt with sand seams",ML,Silt,Stiff
8525,134854,47.56513003,-122.6299838,26.7,8,1.6999999999999993,22.0,5,5.199999999999999,-8.3,"Medium dense to dense, wet light brown, silty sand",SM,Silty sand,Medium
8526,134854,47.56513003,-122.6299838,26.7,9,-3.3000000000000007,44.0,5,5.199999999999999,-8.3,"Medium dense to dense, wet light brown, silty sand",SM,Silty sand,Dense
8527,134854,47.56513003,-122.6299838,26.7,10,-8.3,49.0,6,-8.3,-19.8,"Dense to very dense, wet, gray-brown, slightly silty sand",SP-SM,Silty sand,Dense
8528,134854,47.56513003,-122.6299838,26.7,11,-13.3,56.0,6,-8.3,-19.8,"Dense to very dense, wet, gray-brown, slightly silty sand",SP-SM,Silty sand,Very Dense
8529,134855,47.56518565,-122.6295977,24.1,1,21.6,2.0,1,24.1,16.6,"Very loose to medium dense, dry; red-brown to light brown, slightly silty, slightly gravelly sand with scattered crushed rock",SP-SM,Fill,Very loose
8530,134855,47.56518565,-122.6295977,24.1,2,19.1,11.0,1,24.1,16.6,"Very loose to medium dense, dry; red-brown to light brown, slightly silty, slightly gravelly sand with scattered crushed rock",SP-SM,Fill,Medium
8531,134855,47.56518565,-122.6295977,24.1,3,16.6,11.0,2,16.6,11.600000000000001,"Medium dense, damp, light brown, slightly gravelly sand with trace silt, iron staining",SP,Fill,Medium
8532,134855,47.56518565,-122.6295977,24.1,4,14.100000000000001,16.0,2,16.6,11.600000000000001,"Medium dense, damp, light brown, slightly gravelly sand with trace silt, iron staining",SP,Fill,Medium
8533,134855,47.56518565,-122.6295977,24.1,5,11.600000000000001,32.0,3,11.600000000000001,-22.4,"Dense to very dense, damp to wet, olive-gray to brown, slightly gravelly to gravelly, silty sand with iron staining",SM,Silty sand,Dense
8534,134855,47.56518565,-122.6295977,24.1,7,4.100000000000001,72.0,3,11.600000000000001,-22.4,"Dense to very dense, damp to wet, olive-gray to brown, slightly gravelly to gravelly, silty sand with iron staining",SM,Silty sand,Very Dense
8535,134855,47.56518565,-122.6295977,24.1,8,-0.8999999999999986,42.0,3,11.600000000000001,-22.4,"Dense to very dense, damp to wet, olive-gray to brown, slightly gravelly to gravelly, silty sand with iron staining",SM,Silty sand,Dense
8536,134855,47.56518565,-122.6295977,24.1,9,-5.899999999999999,47.0,3,11.600000000000001,-22.4,"Dense to very dense, damp to wet, olive-gray to brown, slightly gravelly to gravelly, silty sand with iron staining",SM,Silty sand,Dense
8537,134855,47.56518565,-122.6295977,24.1,10,-10.899999999999999,88.0,3,11.600000000000001,-22.4,"Dense to very dense, damp to wet, olive-gray to brown, slightly gravelly to gravelly, silty sand with iron staining",SM,Silty sand,Very Dense
8538,134855,47.56518565,-122.6295977,24.1,11,-15.899999999999999,55.0,3,11.600000000000001,-22.4,"Dense to very dense, damp to wet, olive-gray to brown, slightly gravelly to gravelly, silty sand with iron staining",SM,Silty sand,Very Dense
8539,134856,47.56534545,-122.6289816,32.5,1,30.0,18.0,1,32.5,20.0,"(loose) to medium dense, dry to damp, dark brown to gray-brown, gravelly, silty sand with scattered organic material",SP-SM,Fill,Medium
8540,134856,47.56534545,-122.6289816,32.5,2,27.5,36.0,1,32.5,20.0,"(loose) to medium dense, dry to damp, dark brown to gray-brown, gravelly, silty sand with scattered organic material",SP-SM,Fill,Dense
8541,134856,47.56534545,-122.6289816,32.5,3,25.0,34.0,1,32.5,20.0,"(loose) to medium dense, dry to damp, dark brown to gray-brown, gravelly, silty sand with scattered organic material",SP-SM,Fill,Dense
8542,134856,47.56534545,-122.6289816,32.5,4,22.5,36.0,1,32.5,20.0,"(loose) to medium dense, dry to damp, dark brown to gray-brown, gravelly, silty sand with scattered organic material",SP-SM,Fill,Dense
8543,134856,47.56534545,-122.6289816,32.5,5,20.0,43.0,2,20.0,12.5,"Dense to very dense, damp, gray-brown sand",SP,Fill,Dense
8544,134856,47.56534545,-122.6289816,32.5,7,12.5,36.0,3,12.5,1.0,"Dense to very dense, damp, gray sand",SP,Sand,Dense
8545,134856,47.56534545,-122.6289816,32.5,8,7.5,36.0,3,12.5,1.0,"Dense to very dense, damp, gray sand",SP,Sand,Dense
8546,134856,47.56534545,-122.6289816,32.5,9,2.5,32.0,3,12.5,1.0,"Dense to very dense, damp, gray sand",SP,Sand,Dense
8547,134858,47.56510514,-122.62947,27.0,1,22.0,90.0,4,23.0,10.0,"Very dense, brown, trace to slightly silty, slightly gravelly to gravelly sand; moist",SW-SM,Gravelly sand,Very Dense
8548,134858,47.56510514,-122.62947,27.0,5,9.5,65.0,5,10.0,-9.5,"Dense to very dense, brown to gray, slightly silty, fine to medium sand; moist (wet at 22 ft)",SW-SM,Sand,Very Dense
8549,134860,47.56513489,-122.6301085,27.5,1,25.0,13.0,1,27.5,20.0,"2 ft of asphaltic concrete over well graded sand with silt and gravel, brown, moist, medium dense, 60 percent fine to medium grained sand, 10 percent medium plastic silt, 30 percent gravel",SW-SM,Sand,Medium
8550,134860,47.56513489,-122.6301085,27.5,2,20.0,2.0,2,20.0,15.0,"Well graded sand with silt and gravel, same as above with slightly more plastic silt and wet",SW-SM,Sand,Very loose
8551,134860,47.56513489,-122.6301085,27.5,3,15.0,8.0,3,15.0,10.0,"Silt, mottled brown, wet, soft, medium plastic with wood",ML,Silt,Medium
8552,134860,47.56513489,-122.6301085,27.5,4,10.0,14.0,4,10.0,5.0,"Silt, olive gray, wet, stiff, slightly plastic",ML,Silt,Stiff
8553,134860,47.56513489,-122.6301085,27.5,5,5.0,34.0,5,5.0,1.5,"Well graded sand, mottled, tan, wet, dense, medium to coarse grained",SW,Sand,Dense
8554,134866,47.58601849,-122.7149179,103.4,1,98.4,13.0,3,99.4,89.4,"Orange-brown silty fine to medium sand (medium dense, moist)(fill)",SM,Fill,Medium
8555,134866,47.58601849,-122.7149179,103.4,2,93.4,21.0,3,99.4,89.4,"Orange-brown silty fine to medium sand (medium dense, moist)(fill)",SM,Fill,Medium
8556,134866,47.58601849,-122.7149179,103.4,3,88.4,42.0,4,89.4,85.4,"Orange-brown silty fine to coarse gravel with sand (dense, wet)",GM,Silty gravel,Dense
8557,134866,47.58601849,-122.7149179,103.4,4,83.4,62.0,5,85.4,82.9,"Orange-brown silty fine to medium sand (very dense, wet)",SM,Silty sand,Very Dense
8558,134866,47.58601849,-122.7149179,103.4,5,78.4,67.0,7,79.9,74.9,"Yellowish-brown fine to medium sand with silt and gravel (very dense, wet)",SP-SM,Sand,Very Dense
8559,134866,47.58601849,-122.7149179,103.4,7,68.4,74.0,8,74.9,51.900000000000006,"Grayish-brown fine to medium sand with silt (very dense, wet)",SP-SM,Sand,Very Dense
8560,134866,47.58601849,-122.7149179,103.4,8,63.400000000000006,45.0,8,74.9,51.900000000000006,"Grayish-brown fine to medium sand with silt (very dense, wet)",SP-SM,Sand,Dense
8561,134866,47.58601849,-122.7149179,103.4,9,58.400000000000006,61.0,8,74.9,51.900000000000006,"Grayish-brown fine to medium sand with silt (very dense, wet)",SP-SM,Sand,Very Dense
8562,134867,47.66602456,-122.6843118,42.8,1,40.3,12.0,2,42.3,39.3,"Medium dense, moist, mottled brown, gravelly, silty sand; well-graded fine-to-coarse sand, numerous organics",SM,Fill,Medium
8563,134867,47.66602456,-122.6843118,42.8,2,37.8,5.0,3,39.3,37.3,"Medium dense, moist, mottled brown, slightly gravelly, silty sand; poorly graded fine-to-medium sand, trace organics",SM,Silty sand,Loose
8564,134867,47.66602456,-122.6843118,42.8,3,35.3,12.0,5,36.8,31.799999999999997,"Medium dense, wet, gray, slightly silty sand; poorly graded fine-to-medium sand, interbedded with wet, gray sand",SM-SP,Silty sand,Medium
8565,134867,47.66602456,-122.6843118,42.8,4,32.8,33.0,5,36.8,31.799999999999997,"Medium dense, wet, gray, slightly silty sand; poorly graded fine-to-medium sand, interbedded with wet, gray sand",SM-SP,Silty sand,Dense
8566,134867,47.66602456,-122.6843118,42.8,5,27.799999999999997,7.0,7,29.799999999999997,21.799999999999997,"Medium stiff, wet, gray, clayey silt; trace sand, low plasticity, slow dilatancy",ML,Clayey silt,Medium
8567,134867,47.66602456,-122.6843118,42.8,6,22.799999999999997,11.0,7,29.799999999999997,21.799999999999997,"Medium stiff, wet, gray, clayey silt; trace sand, low plasticity, slow dilatancy",ML,Clayey silt,Stiff
8568,134867,47.66602456,-122.6843118,42.8,7,17.799999999999997,33.0,9,19.799999999999997,14.799999999999997,"Dense, wet, gray, slightly silty sand; poorly graded fine-to-medium sand, predominantly fine",SP-SM,Sand,Dense
8569,134867,47.66602456,-122.6843118,42.8,8,12.799999999999997,17.0,10,14.799999999999997,10.299999999999997,"Medium dense, wet, gray, slightly silty gravelly sand; well- graded fine-to-coarse sand",SW-SM,Gravelly sand,Medium
8570,134867,47.66602456,-122.6843118,42.8,9,7.799999999999997,36.0,11,10.299999999999997,6.799999999999997,"Stiff, wet, gray silt",ML,Silt,Hard
8571,134868,47.66522345,-122.6840759,41.2,1,38.7,16.0,2,40.7,36.7,"Medium dense, moist, mottled light and dark brown, silty sand; trace gravel",SM,Fill,Medium
8572,134868,47.66522345,-122.6840759,41.2,2,36.2,8.0,3,36.7,32.7,"Medium dense, moist to wet, gray, gravelly silty sand interbedded with sandy silt; well-graded fine to coarse sand",SM,Silty sand,Loose
8573,134868,47.66522345,-122.6840759,41.2,3,33.7,14.0,3,36.7,32.7,"Medium dense, moist to wet, gray, gravelly silty sand interbedded with sandy silt; well-graded fine to coarse sand",SM,Silty sand,Medium
8574,134868,47.66522345,-122.6840759,41.2,4,31.200000000000003,20.0,5,31.700000000000003,28.200000000000003,"Medium dense, wet, gray, slightly silty, slightly gravelly sand",SW-SM,Sand,Medium
8575,134868,47.66522345,-122.6840759,41.2,5,26.200000000000003,24.0,6,28.200000000000003,17.700000000000003,"Very stiff, wet, gray, slightly sandy silt; diamict fabric, well-graded fine-to-coarse sand, scattered fine gravel dropstones, low plasticity, slow dilatancy",ML,Silt,Very stiff
8576,134868,47.66522345,-122.6840759,41.2,6,21.200000000000003,35.0,6,28.200000000000003,17.700000000000003,"Very stiff, wet, gray, slightly sandy silt; diamict fabric, well-graded fine-to-coarse sand, scattered fine gravel dropstones, low plasticity, slow dilatancy",ML,Silt,Hard
8577,134869,47.66498686,-122.6822678,36.9,1,34.4,6.0,2,36.4,32.65,"Loose, moist, mottled brown, silty sand; abundant organics",SM,Fill,Loose
8578,134869,47.66498686,-122.6822678,36.9,2,31.9,7.0,3,32.65,30.15,"Medium stiff, wet, brown sandy silt; rapid dilatancy",ML,Sandy silt,Medium
8579,134869,47.66498686,-122.6822678,36.9,3,29.4,19.0,4,30.15,27.65,"Medium dense, wet, dark gray sand; trace silt, poorly graded fine-to-medium sand",SP,Sand,Medium
8580,134869,47.66498686,-122.6822678,36.9,4,26.9,8.0,5,27.65,26.4,"Loose, wet, dark gray, very silty sand; rapid dilatancy",SM,Silty sand,Loose
8581,134869,47.66498686,-122.6822678,36.9,5,21.9,2.0,6,26.4,13.899999999999999,"Soft to very stiff, wet, gray, slightly sandy to very sandy silt",ML,Sandy silt,Very soft
8582,134869,47.66498686,-122.6822678,36.9,6,16.9,20.0,6,26.4,13.899999999999999,"Soft to very stiff, wet, gray, slightly sandy to very sandy silt",ML,Sandy silt,Very stiff
8583,134869,47.66498686,-122.6822678,36.9,7,11.899999999999999,19.0,7,13.899999999999999,5.399999999999999,"Medium dense to dense, wet, gray, silty sand; poorly graded fine sand",SM,Silty sand,Medium
8584,134869,47.66498686,-122.6822678,36.9,8,6.899999999999999,37.0,7,13.899999999999999,5.399999999999999,"Medium dense to dense, wet, gray, silty sand; poorly graded fine sand",SM,Silty sand,Dense
8585,134870,47.66485935,-122.6824669,36.3,1,33.8,4.0,3,34.3,29.549999999999997,"Very loose, most to wet, brown and gray, silty sand; abundant organics, poorly graded fine-to-medium sand",SM,Silty sand,Very loose
8586,134870,47.66485935,-122.6824669,36.3,2,31.299999999999997,3.0,3,34.3,29.549999999999997,"Very loose, most to wet, brown and gray, silty sand; abundant organics, poorly graded fine-to-medium sand",SM,Silty sand,Very loose
8587,134870,47.66485935,-122.6824669,36.3,3,28.799999999999997,4.0,4,29.549999999999997,27.049999999999997,"Very loose, wet, gray sand; poorly graded fine-to-medium sand, trace coarse sand, trace silt",SP,Sand,Very loose
8588,134870,47.66485935,-122.6824669,36.3,4,26.299999999999997,6.0,5,27.049999999999997,18.299999999999997,"Soft to medium stiff, wet, gray silt; trace clay, trace sand and gravel dropstones",ML,Silt,Medium
8589,134870,47.66485935,-122.6824669,36.3,5,21.299999999999997,3.0,5,27.049999999999997,18.299999999999997,"Soft to medium stiff, wet, gray silt; trace clay, trace sand and gravel dropstones",ML,Silt,Soft
8590,134870,47.66485935,-122.6824669,36.3,6,16.299999999999997,21.0,6,18.299999999999997,4.799999999999997,"Medium dense, wet, gray, very silty sand; poorly graded fine sand, rapid dilatancy",SM,Silty sand,Medium
8591,134870,47.66485935,-122.6824669,36.3,7,11.299999999999997,23.0,6,18.299999999999997,4.799999999999997,"Medium dense, wet, gray, very silty sand; poorly graded fine sand, rapid dilatancy",SM,Silty sand,Medium
8592,134870,47.66485935,-122.6824669,36.3,8,6.299999999999997,39.0,6,18.299999999999997,4.799999999999997,"Medium dense, wet, gray, very silty sand; poorly graded fine sand, rapid dilatancy",SM,Silty sand,Dense
8593,134885,47.43913327,-122.5357354,52.7,1,50.2,2.0,2,50.2,45.2,"Grayish brown, sandy silt, very loose to loose, moist",,Sandy silt,
8594,134885,47.43913327,-122.5357354,52.7,2,47.7,5.0,2,50.2,45.2,"Grayish brown, sandy silt, very loose to loose, moist",,Sandy silt,
8595,134885,47.43913327,-122.5357354,52.7,3,45.2,21.0,3,45.2,36.2,"Brownish gray, poorly graded sand, medium dense, moist",,Sand,
8596,134885,47.43913327,-122.5357354,52.7,4,42.7,27.0,3,45.2,36.2,"Brownish gray, poorly graded sand, medium dense, moist",,Sand,
8597,134885,47.43913327,-122.5357354,52.7,5,37.7,41.0,3,45.2,36.2,"Brownish gray, poorly graded sand, medium dense, moist",,Sand,
8598,134886,47.43866573,-122.5359919,57.0,1,54.5,4.0,2,54.5,40.5,"Grayish brown, sandy silt, very loose to loose, moist",,Sandy silt,
8599,134886,47.43866573,-122.5359919,57.0,2,52.0,5.0,2,54.5,40.5,"Grayish brown, sandy silt, very loose to loose, moist",,Sandy silt,
8600,134886,47.43866573,-122.5359919,57.0,3,49.5,22.0,2,54.5,40.5,"Grayish brown, sandy silt, very loose to loose, moist",,Sandy silt,
8601,134886,47.43866573,-122.5359919,57.0,4,47.0,26.0,2,54.5,40.5,"Grayish brown, sandy silt, very loose to loose, moist",,Sandy silt,
8602,134886,47.43866573,-122.5359919,57.0,5,42.0,32.0,2,54.5,40.5,"Grayish brown, sandy silt, very loose to loose, moist",,Sandy silt,
8603,134888,47.62010073,-122.6170731,350.2,1,345.2,9.0,3,346.2,342.2,"Stiff, damp, light gray with trace brown mottling, clayey, very sandy silt",CL-ML,Sandy silt,Stiff
8604,134888,47.62010073,-122.6170731,350.2,2,340.2,85.0,4,342.2,331.2,"Very dense, moist, gray to brownish gray, gravelly, very silty sand; fine to large gravel",SM,Silty sand,Very Dense
8605,134888,47.62010073,-122.6170731,350.2,3,335.2,63.0,4,342.2,331.2,"Very dense, moist, gray to brownish gray, gravelly, very silty sand; fine to large gravel",SM,Silty sand,Very Dense
8606,134888,47.62010073,-122.6170731,350.2,4,330.2,40.0,5,331.2,310.2,"Hard, moist, gray, silt with trace fine-grained sand",ML,Silt,Hard
8607,134888,47.62010073,-122.6170731,350.2,5,325.2,53.0,5,331.2,310.2,"Hard, moist, gray, silt with trace fine-grained sand",ML,Silt,Hard
8608,134888,47.62010073,-122.6170731,350.2,6,320.2,46.0,5,331.2,310.2,"Hard, moist, gray, silt with trace fine-grained sand",ML,Silt,Hard
8609,134888,47.62010073,-122.6170731,350.2,7,315.2,39.0,5,331.2,310.2,"Hard, moist, gray, silt with trace fine-grained sand",ML,Silt,Hard
8610,134889,47.62008504,-122.6151567,345.0,1,340.0,23.0,2,344.0,337.0,"Medium dense, moist, light gray, slightly gravelly, silty sand; silty sand in layers alternating with poorly-graded sand",SP-SM,Silty sand,Medium
8611,134889,47.62008504,-122.6151567,345.0,2,335.0,50.0,3,337.0,324.0,"Very dense, moist, gray, very silty, sand",SM,Silty sand,Dense
8612,134889,47.62008504,-122.6151567,345.0,5,320.0,82.0,4,324.0,305.0,"Hard, damp, dark gray, silt, with trace fine-grained sand",ML,Silt,Hard
8613,134889,47.62008504,-122.6151567,345.0,6,315.0,40.0,4,324.0,305.0,"Hard, damp, dark gray, silt, with trace fine-grained sand",ML,Silt,Hard
8614,134889,47.62008504,-122.6151567,345.0,7,310.0,30.0,4,324.0,305.0,"Hard, damp, dark gray, silt, with trace fine-grained sand",ML,Silt,Very stiff
8615,134890,47.620062,-122.6132758,333.1,1,329.1,2.0,2,332.1,318.6,"Very loose, wet, gray, silty sand",SW-SM,Silty sand,Very loose
8616,134890,47.620062,-122.6132758,333.1,2,324.1,1.0,2,332.1,318.6,"Very loose, wet, gray, silty sand",SW-SM,Silty sand,Very loose
8617,134890,47.620062,-122.6132758,333.1,3,319.1,3.0,2,332.1,318.6,"Very loose, wet, gray, silty sand",SW-SM,Silty sand,Very loose
8618,134890,47.620062,-122.6132758,333.1,4,314.1,31.0,3,318.6,310.6,"(medium stiff) to hard, moist, dark gray, silt, with trace fine grained sand",ML,Silt,Hard
8619,134890,47.620062,-122.6132758,333.1,5,309.1,62.0,4,310.6,301.1,"Very dense, moist, gray, gravelly, very silty, gravelly, sand; rounded, fine to medium gravel",SM,Gravelly sand,Very Dense
8620,134890,47.620062,-122.6132758,333.1,6,304.1,58.0,4,310.6,301.1,"Very dense, moist, gray, gravelly, very silty, gravelly, sand; rounded, fine to medium gravel",SM,Gravelly sand,Very Dense
